	GSM1867414_sample_table.txt	GSM1867415_sample_table.txt	GSM1867416_sample_table.txt	GSM1867417_sample_table.txt	GSM1867418_sample_table.txt	GSM1867419_sample_table.txt	GSM1867420_sample_table.txt	GSM1867421_sample_table.txt	GSM1867422_sample_table.txt	GSM1867423_sample_table.txt	GSM1867424_sample_table.txt	GSM1867425_sample_table.txt	GSM1867426_sample_table.txt	GSM1867427_sample_table.txt	GSM1867428_sample_table.txt	GSM1867429_sample_table.txt
ILMN_2662214	8.34288	8.32568	8.32938	8.34484	8.33103	8.37493	8.34168	8.34414	8.33481	8.35234	8.32659	8.32079	8.34758	8.32832	8.33722	8.32895
ILMN_2662229	8.32481	8.39877	8.34526	8.38120	8.32030	8.34320	8.32889	8.30638	8.32691	8.34394	8.32637	8.32927	8.34228	8.33075	8.33124	8.30394
ILMN_2662243	8.38051	8.40265	8.36234	8.41327	8.39363	8.42857	8.37914	8.40377	8.41277	8.38920	8.39987	8.42325	8.41675	8.41672	8.41443	8.35810
ILMN_2662264	8.51195	8.43047	8.43808	8.45648	8.53294	8.48312	8.48786	8.51241	8.53316	8.43607	8.46845	8.51719	8.48995	8.50635	8.47659	8.42379
ILMN_2662283	9.58506	9.55113	9.66008	9.45856	9.55887	9.46524	9.44927	9.46950	9.44688	9.57382	9.52605	9.55376	9.40703	9.59657	9.49144	9.59597
ILMN_2662316	8.41279	8.39520	8.39598	8.39604	8.39212	8.47099	8.39191	8.38168	8.35584	8.36922	8.39949	8.39215	8.41484	8.41675	8.43224	8.41061
ILMN_2662322	8.37719	8.33935	8.33669	8.33321	8.34481	8.33048	8.32072	8.33883	8.32352	8.36653	8.35692	8.33661	8.34407	8.35913	8.39456	8.35087
ILMN_2662329	8.30266	8.30294	8.32911	8.31038	8.32030	8.29891	8.28583	8.28152	8.29425	8.32116	8.31717	8.29322	8.29836	8.30812	8.32087	8.30729
ILMN_2662351	8.34105	8.32916	8.31554	8.36353	8.32121	8.33785	8.34301	8.29376	8.35286	8.32055	8.33932	8.32151	8.31139	8.34271	8.32618	8.31305
ILMN_2662366	8.35874	8.37827	8.39880	8.43078	8.37111	8.39628	8.38061	8.35408	8.39433	8.35399	8.39964	8.38326	8.33596	8.34891	8.33043	8.38089
ILMN_2662387	9.95070	10.14933	10.07819	9.93459	10.03489	9.92953	10.03881	10.02336	9.95675	9.77209	10.01879	9.87642	9.90726	10.12046	10.09952	9.91855
ILMN_2662396	8.33920	8.32790	8.31312	8.33337	8.36203	8.31721	8.31317	8.33030	8.36221	8.32963	8.33012	8.32406	8.33143	8.34219	8.32434	8.32677
ILMN_2662428	8.33266	8.31992	8.35828	8.33543	8.34243	8.34783	8.33069	8.32228	8.33373	8.38775	8.35871	8.35062	8.32844	8.34012	8.37190	8.31151
ILMN_2662450	8.50246	8.49683	8.55937	8.61223	8.49131	8.56885	8.67776	8.55477	8.46868	8.56552	8.53631	8.48091	8.50563	8.46627	8.45458	8.51568
ILMN_2662456	11.25688	11.24522	11.22391	11.42191	11.15596	11.32261	11.23358	11.45855	11.30373	11.24564	11.23601	11.35820	11.43215	11.09618	11.15587	11.35036
ILMN_2662468	8.33460	8.32908	8.33758	8.32632	8.31567	8.33252	8.34657	8.33823	8.31643	8.31973	8.31061	8.35041	8.29814	8.34421	8.29438	8.34369
ILMN_2662491	8.31745	8.35222	8.30643	8.27912	8.32271	8.28395	8.32172	8.36283	8.30643	8.40229	8.40774	8.32906	8.34589	8.31933	8.31374	8.34127
ILMN_2662508	12.64435	12.75911	12.77085	12.69236	12.64224	12.68549	12.72515	12.63782	12.77673	12.77387	12.58907	12.65856	12.68679	12.76236	12.63932	12.66582
ILMN_2662509	8.82340	8.86793	8.76841	8.79066	8.78558	8.74412	8.82298	8.86726	8.79467	8.89025	8.81319	8.78752	8.75343	8.70129	8.81476	8.80490
ILMN_2662527	8.38829	8.41413	8.36975	8.38183	8.41529	8.40308	8.36886	8.34329	8.38076	8.42091	8.35054	8.38126	8.34629	8.37715	8.42650	8.38429
ILMN_2662536	8.30886	8.31090	8.34190	8.33760	8.33162	8.29523	8.32208	8.33443	8.36000	8.35672	8.34527	8.33590	8.31381	8.35088	8.34139	8.31482
ILMN_2662545	8.37909	8.41124	8.40806	8.37487	8.35864	8.41741	8.37971	8.35510	8.37046	8.40542	8.38576	8.35376	8.35298	8.40879	8.37127	8.39629
ILMN_2662557	8.34408	8.37921	8.38043	8.38356	8.35847	8.35746	8.40578	8.36319	8.32065	8.40965	8.36507	8.34081	8.39834	8.38720	8.37096	8.34662
ILMN_2662581	8.31691	8.33148	8.33243	8.32506	8.31006	8.32361	8.31686	8.33122	8.31154	8.32270	8.31046	8.33168	8.31793	8.33794	8.32859	8.30639
ILMN_2662602	8.77107	8.76244	8.76819	8.64765	8.79869	8.71258	8.84813	8.74980	8.74348	8.75935	8.84308	8.72319	8.73240	8.66029	8.66435	8.70094
ILMN_2662644	8.37352	8.36546	8.36255	8.37694	8.33220	8.37466	8.37906	8.39567	8.37338	8.35683	8.35467	8.38117	8.36891	8.36957	8.36540	8.35051
ILMN_2662648	8.33940	8.35312	8.32547	8.37395	8.34603	8.35780	8.34047	8.33538	8.33352	8.35431	8.32605	8.30033	8.35545	8.36256	8.33517	8.38344
ILMN_2662675	8.35433	8.35269	8.35059	8.37046	8.37108	8.37084	8.37197	8.35992	8.35355	8.35266	8.35836	8.40254	8.41426	8.37591	8.37900	8.38267
ILMN_2662690	8.32614	8.32494	8.32173	8.30554	8.31641	8.32043	8.30224	8.31878	8.30582	8.34526	8.34382	8.31366	8.31994	8.30513	8.34226	8.31740
ILMN_2662709	8.32105	8.32140	8.36408	8.37347	8.38728	8.34209	8.32865	8.38636	8.36397	8.35215	8.34201	8.34126	8.34147	8.34914	8.34791	8.34406
ILMN_2662719	8.31033	8.29978	8.33811	8.28264	8.34884	8.33423	8.32179	8.32659	8.32424	8.32221	8.31287	8.33025	8.31661	8.31535	8.31291	8.32233
ILMN_2662728	11.14176	10.94647	11.23071	11.08723	10.77771	10.67451	10.66791	11.04736	11.01179	10.72346	11.12541	10.97077	11.03486	11.21253	11.03369	11.15815
ILMN_2662743	9.28466	9.29954	9.30953	9.29560	9.28924	9.26980	9.23078	9.23738	9.35920	9.43361	9.31462	9.26028	9.44809	9.37744	9.42705	9.22329
ILMN_2662763	8.30814	8.30233	8.30859	8.31027	8.30088	8.31539	8.31033	8.32159	8.30077	8.33039	8.31128	8.32423	8.33169	8.31131	8.31141	8.29222
ILMN_2662776	9.04718	9.14801	9.21855	9.15810	8.97213	8.97332	8.89528	9.13830	9.03907	9.14394	8.96823	8.97724	9.04710	9.11421	9.13293	9.13715
ILMN_2662779	8.34505	8.32616	8.33402	8.35767	8.30687	8.31342	8.35022	8.31543	8.35956	8.32696	8.35532	8.35173	8.33378	8.33531	8.33080	8.28892
ILMN_2662793	8.29939	8.34097	8.33313	8.30334	8.31913	8.31733	8.31214	8.30206	8.30900	8.30648	8.34390	8.31213	8.30813	8.33435	8.32345	8.32897
ILMN_2662802	8.76505	8.67189	8.60282	8.67598	8.69818	8.79068	8.77361	8.75042	8.69001	8.62327	8.77058	8.73802	8.70025	8.74021	8.59231	8.75695
ILMN_2662803	8.67193	8.63401	8.52910	8.64314	8.59390	8.67617	8.67043	8.61599	8.65630	8.67768	8.65582	8.67147	8.60009	8.67034	8.60032	8.62408
ILMN_2662811	8.42017	8.32917	8.34852	8.40721	8.34758	8.32759	8.35839	8.33057	8.37149	8.39738	8.33111	8.37168	8.37229	8.35215	8.33326	8.35326
ILMN_2662825	9.22081	9.18424	9.12353	9.07668	9.21146	9.36715	9.38130	9.20853	9.25770	9.31369	9.18883	9.34902	9.29679	9.30771	9.14803	9.27319
ILMN_2662885	8.37281	8.37743	8.38287	8.40613	8.45182	8.38914	8.40710	8.37175	8.34451	8.33837	8.36058	8.39773	8.42136	8.41656	8.38782	8.38565
ILMN_2662901	8.34793	8.37841	8.36142	8.35480	8.40289	8.37789	8.37401	8.34859	8.34371	8.36290	8.34289	8.35053	8.38230	8.38564	8.36735	8.35463
ILMN_2662920	8.36257	8.39548	8.35783	8.39452	8.41022	8.36872	8.37493	8.37996	8.42455	8.39429	8.37565	8.41396	8.37517	8.39963	8.40241	8.36182
ILMN_2662926	9.85268	10.12766	9.26840	10.40590	10.90919	10.22789	9.23121	9.75144	11.21477	10.82887	9.69358	10.56040	9.88882	9.51992	9.81041	9.49352
ILMN_2662934	8.29751	8.35479	8.30029	8.29808	8.29918	8.30694	8.30349	8.29632	8.32748	8.31597	8.32446	8.31129	8.31992	8.30136	8.30649	8.32956
ILMN_2662962	8.78640	8.81153	8.99961	8.87533	8.74036	8.84378	8.74826	8.86573	8.74245	8.76282	8.75998	8.78567	8.88093	8.84596	8.75593	8.80628
ILMN_2662990	8.47424	8.46483	8.48000	8.48237	8.46213	8.42890	8.49128	8.46069	8.47440	8.43954	8.54216	8.46578	8.45353	8.44325	8.45921	8.50188
ILMN_2662996	8.42638	8.37666	8.42427	8.42422	8.39841	8.45799	8.43551	8.39135	8.52454	8.47754	8.49694	8.40795	8.42139	8.38389	8.36080	8.36002
ILMN_2663015	8.75913	8.71790	8.74838	8.70690	8.69054	8.69614	8.67827	8.76924	8.73825	8.64737	8.70398	8.68754	8.65721	8.69108	8.66074	8.61375
ILMN_2663033	8.32259	8.30049	8.29440	8.31805	8.32368	8.30726	8.32377	8.30179	8.31555	8.31496	8.32485	8.31557	8.30882	8.32723	8.32045	8.33110
ILMN_2663065	8.67044	8.58053	8.62191	8.73454	8.62669	8.55535	8.70438	8.59435	8.58169	8.60426	8.58299	8.64815	8.56764	8.64130	8.61836	8.63316
ILMN_2663083	8.37304	8.36989	8.35333	8.39304	8.35286	8.31295	8.32666	8.34792	8.39964	8.38267	8.36256	8.34134	8.34140	8.33534	8.34046	8.33970
ILMN_2663114	8.40061	8.35045	8.30125	8.31774	8.33088	8.32966	8.31341	8.34500	8.29803	8.34977	8.32805	8.30526	8.36012	8.34492	8.30788	8.31929
ILMN_2663121	8.31323	8.36181	8.30492	8.29000	8.32456	8.33771	8.31672	8.30757	8.34325	8.32319	8.32497	8.35182	8.28854	8.33226	8.31883	8.30067
ILMN_2663130	8.78722	8.71255	8.82930	8.91579	8.76507	8.85487	8.92819	8.77608	8.85958	8.86357	8.82211	8.80076	8.76253	8.73636	8.79380	8.77603
ILMN_2663139	8.36801	8.34150	8.36022	8.33293	8.32335	8.35183	8.34319	8.32045	8.34703	8.32464	8.33216	8.29873	8.35405	8.31575	8.31707	8.35086
ILMN_2663186	11.75329	11.80028	11.74766	11.76028	11.78494	11.75254	11.96319	11.66180	11.61512	11.82832	11.85310	11.80493	11.72477	11.71207	11.70970	11.89235
ILMN_2663196	8.42190	8.39327	8.43039	8.41877	8.43195	8.38810	8.42245	8.46886	8.37192	8.38336	8.36293	8.43187	8.38146	8.42832	8.43409	8.40580
ILMN_2663211	10.92345	11.35674	10.86442	10.82421	10.86571	10.86601	10.96180	11.12014	11.05133	11.18290	11.09558	10.83766	10.70268	11.04149	10.80517	11.15363
ILMN_2663228	8.29306	8.31537	8.31876	8.29518	8.33514	8.31640	8.31670	8.31075	8.32774	8.30536	8.33243	8.30056	8.31540	8.31134	8.30589	8.31074
ILMN_2663230	9.09476	9.14788	9.18517	9.08447	9.03037	9.08400	9.02147	9.04336	9.05481	9.22984	8.97435	8.93980	9.04490	8.95118	8.96916	9.06218
ILMN_2663239	8.33090	8.31989	8.32556	8.32964	8.32945	8.31433	8.32528	8.32253	8.32750	8.34528	8.34360	8.32927	8.32315	8.32723	8.32883	8.33154
ILMN_2663249	8.53979	8.50618	8.46912	8.57986	8.61853	8.50578	8.46414	8.51843	8.50683	8.45261	8.72503	8.52318	8.49494	8.57189	8.59451	8.58306
ILMN_2663258	8.32623	8.36502	8.33375	8.33068	8.37402	8.37252	8.35793	8.36283	8.33693	8.34838	8.38518	8.32493	8.36856	8.37327	8.37486	8.35054
ILMN_2663281	10.06288	9.92645	9.91212	10.21884	10.24025	10.20741	10.41661	10.08083	9.97748	10.01962	10.24354	10.36937	10.37705	10.24688	10.18398	10.53244
ILMN_2663291	8.42947	8.41905	8.37996	8.39819	8.32743	8.35445	8.37089	8.36206	8.35544	8.38578	8.37575	8.37134	8.36296	8.34668	8.35372	8.34602
ILMN_2663294	8.31209	8.32385	8.30825	8.34934	8.30129	8.29559	8.30319	8.31208	8.31730	8.30339	8.30954	8.35219	8.33423	8.29964	8.33826	8.29815
ILMN_2663314	8.30617	8.30459	8.32779	8.31684	8.31846	8.29098	8.31380	8.29637	8.31461	8.28625	8.33465	8.34447	8.31496	8.29369	8.33421	8.33307
ILMN_2663328	8.32526	8.30185	8.32264	8.32197	8.38312	8.31845	8.32949	8.33476	8.35949	8.31739	8.33188	8.33360	8.29443	8.31381	8.31263	8.31683
ILMN_2663338	8.35317	8.34487	8.30946	8.33936	8.33841	8.39861	8.31874	8.33342	8.31929	8.33974	8.32754	8.31715	8.36537	8.36748	8.33025	8.33202
ILMN_2663348	8.44807	8.46309	8.41654	8.49905	8.42279	8.44748	8.47809	8.41923	8.46908	8.45454	8.39452	8.46370	8.49935	8.45484	8.41571	8.50275
ILMN_2663367	8.67406	8.72630	8.74622	8.61127	8.72230	8.72005	8.66666	8.66420	8.72574	8.69352	8.67283	8.77235	8.72419	8.73711	8.70889	8.75855
ILMN_2663374	9.61535	9.63935	10.04704	9.74635	9.59841	9.53256	9.42255	9.70981	9.86582	9.71367	9.78935	9.66832	9.79190	9.88734	9.82395	9.66709
ILMN_2663410	8.32647	8.30575	8.32183	8.30042	8.32422	8.28427	8.31590	8.32576	8.29389	8.29181	8.31413	8.30534	8.31046	8.30240	8.30388	8.27347
ILMN_2663423	8.31108	8.29099	8.31944	8.27370	8.30601	8.31296	8.31071	8.29894	8.31808	8.30352	8.30216	8.32132	8.31181	8.31482	8.31565	8.31592
ILMN_2663449	8.31556	8.31317	8.29547	8.30680	8.34784	8.32474	8.30953	8.30783	8.32375	8.29982	8.30909	8.32010	8.32784	8.30755	8.31249	8.31646
ILMN_2663516	9.92143	10.01809	10.06458	9.92793	10.05315	9.95810	10.11836	10.00488	9.88577	9.91271	9.92543	9.85812	9.97607	10.05771	10.10874	10.04566
ILMN_2663534	8.31614	8.31734	8.32835	8.32889	8.34139	8.34688	8.32135	8.30699	8.32732	8.32420	8.30717	8.34011	8.31179	8.32706	8.34487	8.35094
ILMN_2663555	8.63512	8.59354	8.58863	8.61547	8.59448	8.62374	8.65213	8.63384	8.54886	8.67056	8.57704	8.57630	8.63767	8.57675	8.60819	8.66658
ILMN_2663570	10.22897	10.29128	10.15302	10.05562	10.14716	10.24490	10.28936	10.27149	10.26437	10.24350	10.17370	10.19220	10.40239	10.24653	10.22369	10.15357
ILMN_2663576	11.74368	11.83923	11.86813	11.69143	11.78941	11.73909	11.79580	11.84823	11.77818	11.64298	11.59402	11.73704	11.78155	11.76886	11.74100	11.74260
ILMN_2663585	8.51246	8.62017	8.56659	8.65916	8.58827	8.50806	8.53810	8.52293	8.57651	8.56019	8.48884	8.46968	8.52668	8.48999	8.53444	8.46295
ILMN_2663595	8.34051	8.31762	8.32679	8.37866	8.39582	8.37165	8.37349	8.35011	8.36012	8.37213	8.35031	8.35882	8.34710	8.36021	8.37901	8.34934
ILMN_2663604	8.33337	8.33952	8.34363	8.35106	8.38267	8.35851	8.34688	8.33807	8.33268	8.33443	8.33241	8.34421	8.35519	8.33792	8.32176	8.33733
ILMN_2663613	10.34833	10.55718	10.54805	10.43529	10.67554	10.64726	10.52071	10.52895	10.63867	10.57177	10.64314	10.61376	10.48452	10.45165	10.65129	10.47608
ILMN_2663674	9.47190	9.35584	9.39753	9.36916	9.27047	9.26094	9.27470	9.41983	9.39912	9.37690	9.40265	9.38297	9.40826	9.40165	9.27502	9.43092
ILMN_2663679	11.14149	11.12576	11.13683	11.28009	11.05683	11.02989	11.10364	11.10317	11.19288	11.13510	11.23614	11.08365	11.23855	11.15966	11.10870	11.05445
ILMN_2663694	11.38425	11.18089	11.34981	11.45676	11.47001	11.31398	11.50583	11.10947	11.22483	11.30013	11.17293	11.48397	11.08382	11.61208	11.40391	11.29535
ILMN_2663704	8.33206	8.31569	8.34198	8.32127	8.29858	8.35156	8.31757	8.30999	8.32178	8.31877	8.34721	8.31106	8.31331	8.34610	8.32693	8.31294
ILMN_2663722	8.35312	8.34891	8.33284	8.31032	8.29572	8.29605	8.32307	8.30070	8.31336	8.32843	8.29173	8.33105	8.31916	8.31821	8.31086	8.30125
ILMN_2663735	8.36762	8.41636	8.37028	8.38051	8.37710	8.38680	8.38725	8.37956	8.40513	8.34918	8.38110	8.38968	8.40363	8.41819	8.33996	8.39078
ILMN_2663741	9.44939	9.37553	9.30822	9.33300	9.34592	9.27596	9.40149	9.22931	9.36448	9.34959	9.43709	9.36975	9.34286	9.33158	9.27448	9.29917
ILMN_2663752	8.32047	8.31399	8.31839	8.33640	8.33538	8.31785	8.31887	8.30434	8.32638	8.31563	8.32846	8.34291	8.30019	8.30683	8.30762	8.31968
ILMN_2663761	8.41274	8.36183	8.38642	8.40766	8.38484	8.34527	8.36575	8.37062	8.38772	8.40002	8.41873	8.39130	8.40995	8.38593	8.36845	8.36200
ILMN_2663769	8.30708	8.33550	8.31131	8.36988	8.32271	8.31512	8.35099	8.35653	8.31507	8.37759	8.34651	8.33689	8.33725	8.33876	8.30434	8.32556
ILMN_2663780	8.29817	8.34036	8.31494	8.32166	8.34012	8.32682	8.31734	8.31529	8.30562	8.33804	8.30042	8.31921	8.31596	8.33383	8.31590	8.31071
ILMN_2663821	8.29497	8.33360	8.31988	8.31062	8.33264	8.32335	8.29230	8.32670	8.36059	8.28895	8.30563	8.30332	8.30830	8.31066	8.30237	8.33548
ILMN_2663832	12.18112	12.02634	12.06820	12.17720	12.03868	12.07692	11.92335	12.02797	12.02140	12.07995	12.22219	11.98207	12.19821	12.06361	12.02841	11.98868
ILMN_2663841	8.33795	8.33923	8.33018	8.34625	8.36487	8.35353	8.38133	8.35301	8.32055	8.34245	8.32553	8.35551	8.32764	8.36513	8.33552	8.35538
ILMN_2663854	8.31010	8.30599	8.32483	8.31790	8.34292	8.32123	8.32104	8.29997	8.29342	8.33273	8.30928	8.32370	8.34022	8.32641	8.31761	8.34377
ILMN_2663872	13.00369	12.96185	13.06189	12.98733	12.99915	12.90012	12.84041	12.88128	12.95656	12.88337	13.02943	13.03673	12.98530	13.07005	12.80953	13.06271
ILMN_2663914	8.31114	8.31152	8.33932	8.31538	8.32866	8.32103	8.32448	8.33136	8.32085	8.32073	8.32123	8.33874	8.31643	8.33993	8.31805	8.31036
ILMN_2663920	10.06242	9.90446	9.99650	10.20374	10.12348	10.19649	10.18811	10.05814	10.11313	10.10404	10.02308	10.06291	10.17470	10.09170	10.25800	10.18161
ILMN_2663930	8.33270	8.31554	8.35399	8.34437	8.32548	8.34528	8.33488	8.35478	8.34828	8.31647	8.36534	8.38070	8.35490	8.34150	8.37257	8.30076
ILMN_2663977	8.32281	8.35203	8.35862	8.40311	8.32198	8.34071	8.35319	8.31357	8.33768	8.30926	8.33156	8.37702	8.36666	8.31400	8.30158	8.32504
ILMN_2663996	8.46936	8.47433	8.47958	8.45776	8.40168	8.45456	8.40163	8.40574	8.42538	8.48169	8.48320	8.39707	8.40869	8.45078	8.43460	8.44154
ILMN_2664013	8.32934	8.31751	8.30548	8.31608	8.33066	8.33569	8.33495	8.30901	8.30344	8.34106	8.35656	8.32454	8.28787	8.33928	8.32477	8.30404
ILMN_2664040	12.78299	12.69858	13.08826	12.69941	12.76407	12.85937	12.79948	12.81148	12.80785	12.96143	12.79474	12.66117	12.68495	12.95397	12.77398	12.78980
ILMN_2664049	11.69043	11.75675	11.79828	11.71721	11.51816	11.61171	11.37257	11.64596	11.88713	11.95762	11.78789	11.75159	11.54963	11.68167	11.72976	11.59790
ILMN_2664069	8.32344	8.33103	8.33021	8.33407	8.32536	8.35009	8.32829	8.32383	8.30770	8.31953	8.32024	8.29282	8.32616	8.33816	8.34276	8.31593
ILMN_2664073	8.31088	8.32112	8.31120	8.31131	8.30993	8.30763	8.29564	8.31779	8.31355	8.33266	8.31983	8.33262	8.31646	8.33073	8.29961	8.32550
ILMN_2664088	8.41849	8.41579	8.37218	8.45834	8.40217	8.37884	8.36551	8.37323	8.38387	8.42446	8.42958	8.43016	8.42580	8.37209	8.39763	8.38252
ILMN_2664103	8.36076	8.39347	8.38584	8.32789	8.39939	8.39138	8.35984	8.39543	8.39320	8.36340	8.39372	8.36540	8.34098	8.40114	8.36051	8.38387
ILMN_2664129	11.32537	11.05661	11.23201	11.22922	11.14630	11.27568	11.45506	11.16292	11.21886	11.26556	11.42892	11.51395	11.34236	11.39384	11.48361	11.21693
ILMN_2664173	8.32442	8.31675	8.31437	8.32666	8.33600	8.36747	8.33591	8.30538	8.30889	8.36609	8.32874	8.32269	8.32710	8.34080	8.32485	8.30837
ILMN_2664219	8.37044	8.43668	8.36031	8.42295	8.39586	8.37721	8.39395	8.35605	8.38190	8.39835	8.37029	8.39692	8.34670	8.36861	8.40385	8.38227
ILMN_2664224	9.52700	9.46355	9.44423	9.53296	9.65340	9.34703	9.58788	9.56712	9.34520	9.35693	9.59808	9.61809	9.35963	9.29132	9.47267	9.33938
ILMN_2664244	8.32477	8.31704	8.35179	8.33823	8.32673	8.33706	8.33803	8.33262	8.31888	8.31101	8.32055	8.30837	8.33502	8.31882	8.30705	8.30651
ILMN_2664291	8.35552	8.34652	8.34037	8.34534	8.31829	8.32241	8.33470	8.33165	8.34665	8.33494	8.29602	8.29661	8.32225	8.32687	8.34355	8.32849
ILMN_2664319	9.82051	9.99377	9.90094	9.86503	9.89086	9.85713	9.78281	9.97930	10.07271	9.92366	10.08728	9.81257	9.91821	9.86651	9.93176	9.80526
ILMN_2664327	8.33246	8.32402	8.30278	8.28299	8.30403	8.34518	8.33039	8.30750	8.31076	8.31541	8.32176	8.31063	8.30553	8.30494	8.33399	8.31636
ILMN_2664429	8.37449	8.34810	8.33257	8.29474	8.35612	8.29048	8.32318	8.31702	8.31458	8.31578	8.30936	8.34910	8.35275	8.32282	8.31737	8.30063
ILMN_2664449	8.44931	8.44937	8.42885	8.44926	8.44552	8.45159	8.47829	8.44602	8.50127	8.45024	8.43664	8.53467	8.45251	8.42456	8.42500	8.45341
ILMN_2664455	8.41665	8.38331	8.39802	8.41608	8.40516	8.38082	8.40187	8.36410	8.37358	8.37770	8.43053	8.37838	8.37051	8.37927	8.38872	8.39694
ILMN_2664491	8.49063	8.50573	8.50610	8.50803	8.43652	8.49836	8.52701	8.54658	8.50508	8.50873	8.49536	8.53716	8.51460	8.49242	8.55586	8.52359
ILMN_2664494	8.33139	8.29758	8.31999	8.33369	8.31790	8.30037	8.29706	8.33236	8.32375	8.32525	8.31071	8.31438	8.31934	8.31723	8.32675	8.31900
ILMN_2664511	10.74468	10.82005	10.76269	10.59538	10.66709	10.73680	10.82491	10.74493	10.75312	10.86103	10.74098	10.76413	10.65173	10.89662	10.76400	10.70639
ILMN_2664522	9.17561	9.06911	8.92883	9.00516	9.14545	9.11041	9.16856	9.14002	9.15891	9.04485	9.06330	9.31782	9.28627	9.16132	9.13602	9.24772
ILMN_2664533	8.34830	8.32452	8.32528	8.31613	8.30650	8.35088	8.31189	8.30322	8.32723	8.33779	8.38184	8.34073	8.34746	8.36416	8.33733	8.31798
ILMN_2664542	8.34762	8.35118	8.37088	8.35664	8.36534	8.40383	8.36213	8.37974	8.39643	8.34924	8.37273	8.37710	8.39288	8.37354	8.40852	8.41755
ILMN_2664548	10.25114	10.28287	10.45287	10.23794	10.04777	10.18259	10.23714	10.22245	10.24898	10.23300	10.21591	10.28209	10.10177	10.17030	9.98813	10.19463
ILMN_2664556	8.99520	9.01087	9.11764	8.97403	8.93929	8.99470	8.95198	8.98093	9.09060	9.00358	8.95224	9.02551	9.02578	8.94216	8.88220	8.98086
ILMN_2664579	8.33778	8.36555	8.36755	8.33071	8.33176	8.34074	8.35317	8.33479	8.31780	8.35825	8.34226	8.33134	8.35195	8.31598	8.34483	8.37845
ILMN_2664593	8.37494	8.40122	8.41868	8.45277	8.39283	8.40777	8.38245	8.41073	8.42914	8.44580	8.42162	8.38458	8.38748	8.36261	8.35851	8.42356
ILMN_2664619	8.33629	8.33930	8.34100	8.33868	8.33273	8.33377	8.32749	8.36635	8.34172	8.31525	8.34556	8.34264	8.35651	8.34123	8.34356	8.33579
ILMN_2664628	11.32603	11.47677	11.38398	11.36180	11.32354	11.49358	11.42181	11.48231	11.40909	11.39517	11.49378	11.38978	11.41457	11.40232	11.30612	11.24682
ILMN_2664654	8.31921	8.29836	8.31264	8.31439	8.33067	8.32258	8.32498	8.33350	8.32288	8.30003	8.34398	8.31325	8.32470	8.34753	8.33418	8.35263
ILMN_2664660	9.61660	9.56021	9.81099	9.66426	9.59766	9.46217	9.46166	9.57915	9.72511	9.68847	9.57210	9.70736	9.59615	9.79570	9.58428	9.58121
ILMN_2664670	9.94351	9.97661	9.94968	9.95896	9.99491	10.06785	9.85444	10.02348	10.05959	10.05299	9.96347	9.96460	9.93439	9.96743	10.14325	10.05066
ILMN_2664681	8.31204	8.32144	8.34004	8.30845	8.31528	8.28536	8.31521	8.30229	8.30583	8.29661	8.30652	8.31251	8.32310	8.30299	8.32775	8.31864
ILMN_2664686	8.33116	8.34261	8.35016	8.33342	8.33846	8.32551	8.35419	8.34984	8.36865	8.33552	8.36254	8.36455	8.37447	8.37191	8.33654	8.34112
ILMN_2664702	8.33659	8.30552	8.32870	8.33770	8.32336	8.32311	8.32115	8.32754	8.31249	8.31543	8.31337	8.31297	8.34945	8.30823	8.34448	8.32402
ILMN_2664739	8.30261	8.32688	8.31672	8.34589	8.31043	8.33080	8.31624	8.32739	8.31633	8.30248	8.32268	8.31908	8.34824	8.33189	8.34812	8.34187
ILMN_2664762	8.29365	8.32635	8.31051	8.31917	8.31599	8.29860	8.32816	8.31843	8.34381	8.32749	8.33160	8.37502	8.34396	8.31778	8.31517	8.32593
ILMN_2664777	8.32131	8.31150	8.30404	8.31686	8.33044	8.33684	8.31053	8.33791	8.33476	8.32231	8.31555	8.31482	8.30654	8.32258	8.32954	8.30964
ILMN_2664779	8.57321	8.58048	8.57322	8.55715	8.55724	8.54487	8.54913	8.56876	8.61926	8.55156	8.54218	8.57038	8.56740	8.53306	8.64120	8.56812
ILMN_2664788	8.32935	8.29656	8.32458	8.30384	8.30599	8.32010	8.33385	8.36952	8.32091	8.31860	8.31001	8.34957	8.32478	8.30146	8.29954	8.30421
ILMN_2664797	8.62644	8.64622	8.71670	8.62970	8.64170	8.70342	8.64806	8.66753	8.59780	8.60238	8.69181	8.60204	8.63761	8.69131	8.65117	8.68674
ILMN_2664813	8.32870	8.30277	8.32949	8.29966	8.31406	8.29786	8.31423	8.32384	8.31496	8.31183	8.32670	8.31022	8.32505	8.33912	8.29777	8.28930
ILMN_2664819	8.30606	8.31328	8.34232	8.33704	8.31612	8.31905	8.32006	8.30171	8.33153	8.32058	8.32783	8.32956	8.31719	8.30049	8.32965	8.31905
ILMN_2664821	8.31183	8.31464	8.33240	8.33485	8.34058	8.28436	8.29852	8.30995	8.30681	8.32756	8.30212	8.34203	8.31376	8.31849	8.30097	8.29967
ILMN_2664841	8.40920	8.37142	8.37736	8.36283	8.36343	8.34326	8.35279	8.34957	8.36870	8.35639	8.34178	8.33809	8.38843	8.34725	8.35645	8.38111
ILMN_2664858	10.32028	10.36127	10.41656	10.36766	10.45044	10.48115	10.35186	10.37973	10.61021	10.28409	10.36917	10.49102	10.48978	10.49724	10.47344	10.46345
